transaction_id,item,payment_method,location,transaction_date,quantity,price_per_unit,total_spent,item_Cake,item_Coffee,item_Cookie,item_Juice,item_Salad,item_Sandwich,item_Smoothie,item_Tea,payment_Cash,payment_Credit Card,payment_Digital Wallet,location_In-store,location_Takeaway,calculated_total,month,weekday
TXN_9929033,Coffee,Cash,Takeaway,2023-02-17,2.0,2.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,4.0,2023-02,Friday
TXN_4809626,Coffee,Cash,Takeaway,2023-02-18,5.0,2.0,10.0,0,1,0,0,0,0,0,0,1,0,0,0,1,10.0,2023-02,Saturday
TXN_4089355,Salad,Credit Card,Takeaway,2023-02-18,2.0,5.0,10.0,0,0,0,0,1,0,0,0,0,1,0,0,1,10.0,2023-02,Saturday
TXN_6895165,Coffee,Credit Card,Takeaway,2023-02-18,3.0,2.0,6.0,0,1,0,0,0,0,0,0,0,1,0,0,1,6.0,2023-02,Saturday
TXN_8907996,Sandwich,Cash,In-store,2023-02-19,4.0,4.0,16.0,0,0,0,0,0,1,0,0,1,0,0,1,0,16.0,2023-02,Sunday
TXN_3422759,Salad,Credit Card,Takeaway,2023-02-19,5.0,5.0,25.0,0,0,0,0,1,0,0,0,0,1,0,0,1,25.0,2023-02,Sunday
TXN_1227800,Juice,Cash,Takeaway,2023-02-19,3.0,3.0,9.0,0,0,0,1,0,0,0,0,1,0,0,0,1,9.0,2023-02,Sunday
TXN_6035512,Cake,Cash,Takeaway,2023-02-19,5.0,3.0,15.0,1,0,0,0,0,0,0,0,1,0,0,0,1,15.0,2023-02,Sunday
TXN_1851725,Cake,Cash,Takeaway,2023-02-19,5.0,3.0,15.0,1,0,0,0,0,0,0,0,1,0,0,0,1,15.0,2023-02,Sunday
TXN_6387334,Smoothie,Digital Wallet,In-store,2023-02-19,5.0,4.0,20.0,0,0,0,0,0,0,1,0,0,0,1,1,0,20.0,2023-02,Sunday
TXN_6377838,Cake,Digital Wallet,Takeaway,2023-02-19,2.0,3.0,6.0,1,0,0,0,0,0,0,0,0,0,1,0,1,6.0,2023-02,Sunday
TXN_1235828,Tea,Cash,Takeaway,2023-02-19,4.0,1.5,6.0,0,0,0,0,0,0,0,1,1,0,0,0,1,6.0,2023-02,Sunday
TXN_7350571,Smoothie,Credit Card,In-store,2023-02-19,1.0,4.0,4.0,0,0,0,0,0,0,1,0,0,1,0,1,0,4.0,2023-02,Sunday
TXN_3432433,Cookie,Cash,In-store,2023-02-19,5.0,1.0,5.0,0,0,1,0,0,0,0,0,1,0,0,1,0,5.0,2023-02,Sunday
TXN_2847831,Coffee,Cash,In-store,2023-02-19,1.0,2.0,2.0,0,1,0,0,0,0,0,0,1,0,0,1,0,2.0,2023-02,Sunday
TXN_5555790,Tea,Credit Card,In-store,2023-02-19,5.0,1.5,7.5,0,0,0,0,0,0,0,1,0,1,0,1,0,7.5,2023-02,Sunday
TXN_1458905,Sandwich,Digital Wallet,Takeaway,2023-02-19,1.0,4.0,4.0,0,0,0,0,0,1,0,0,0,0,1,0,1,4.0,2023-02,Sunday
TXN_7767493,Sandwich,Credit Card,In-store,2023-02-20,5.0,4.0,20.0,0,0,0,0,0,1,0,0,0,1,0,1,0,20.0,2023-02,Monday
TXN_5595352,Juice,Cash,In-store,2023-02-20,1.0,3.0,3.0,0,0,0,1,0,0,0,0,1,0,0,1,0,3.0,2023-02,Monday
TXN_8096618,Coffee,Digital Wallet,In-store,2023-02-20,4.0,2.0,8.0,0,1,0,0,0,0,0,0,0,0,1,1,0,8.0,2023-02,Monday
TXN_4064245,Juice,Credit Card,Takeaway,2023-02-20,3.0,3.0,9.0,0,0,0,1,0,0,0,0,0,1,0,0,1,9.0,2023-02,Monday
TXN_8773639,Coffee,Digital Wallet,Takeaway,2023-02-20,3.0,2.0,6.0,0,1,0,0,0,0,0,0,0,0,1,0,1,6.0,2023-02,Monday
TXN_1057760,Juice,Credit Card,Takeaway,2023-02-20,4.0,3.0,12.0,0,0,0,1,0,0,0,0,0,1,0,0,1,12.0,2023-02,Monday
TXN_6905718,Salad,Credit Card,In-store,2023-02-20,5.0,5.0,25.0,0,0,0,0,1,0,0,0,0,1,0,1,0,25.0,2023-02,Monday
TXN_4894699,Cookie,Digital Wallet,In-store,2023-02-20,2.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,1,1,0,2.0,2023-02,Monday
TXN_4040941,Cookie,Cash,In-store,2023-02-20,1.0,1.0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,0,1.0,2023-02,Monday
TXN_1579182,Juice,Cash,In-store,2023-02-20,5.0,3.0,15.0,0,0,0,1,0,0,0,0,1,0,0,1,0,15.0,2023-02,Monday
TXN_1887522,Sandwich,Cash,In-store,2023-02-20,4.0,4.0,16.0,0,0,0,0,0,1,0,0,1,0,0,1,0,16.0,2023-02,Monday
TXN_5335079,Cake,Cash,In-store,2023-02-20,1.0,3.0,3.0,1,0,0,0,0,0,0,0,1,0,0,1,0,3.0,2023-02,Monday
TXN_2345373,Tea,Credit Card,Takeaway,2023-02-20,3.0,1.5,4.5,0,0,0,0,0,0,0,1,0,1,0,0,1,4.5,2023-02,Monday
TXN_2951148,Sandwich,Cash,In-store,2023-02-21,4.0,4.0,16.0,0,0,0,0,0,1,0,0,1,0,0,1,0,16.0,2023-02,Tuesday
TXN_1826919,Juice,Credit Card,In-store,2023-02-21,4.0,3.0,12.0,0,0,0,1,0,0,0,0,0,1,0,1,0,12.0,2023-02,Tuesday
TXN_6725579,Tea,Credit Card,Takeaway,2023-02-21,2.0,1.5,3.0,0,0,0,0,0,0,0,1,0,1,0,0,1,3.0,2023-02,Tuesday
TXN_6845225,Tea,Credit Card,Takeaway,2023-02-21,4.0,1.5,6.0,0,0,0,0,0,0,0,1,0,1,0,0,1,6.0,2023-02,Tuesday
TXN_7226052,Sandwich,Cash,In-store,2023-02-21,3.0,4.0,12.0,0,0,0,0,0,1,0,0,1,0,0,1,0,12.0,2023-02,Tuesday
TXN_5949811,Tea,Digital Wallet,In-store,2023-02-21,2.0,1.5,3.0,0,0,0,0,0,0,0,1,0,0,1,1,0,3.0,2023-02,Tuesday
TXN_1256513,Coffee,Credit Card,In-store,2023-02-21,4.0,2.0,8.0,0,1,0,0,0,0,0,0,0,1,0,1,0,8.0,2023-02,Tuesday
TXN_2785654,Tea,Credit Card,Takeaway,2023-02-21,1.0,1.5,1.5,0,0,0,0,0,0,0,1,0,1,0,0,1,1.5,2023-02,Tuesday
TXN_9987991,Smoothie,Credit Card,Takeaway,2023-02-21,4.0,4.0,16.0,0,0,0,0,0,0,1,0,0,1,0,0,1,16.0,2023-02,Tuesday
TXN_1244509,Smoothie,Credit Card,In-store,2023-02-21,3.0,4.0,12.0,0,0,0,0,0,0,1,0,0,1,0,1,0,12.0,2023-02,Tuesday
TXN_1009421,Cookie,Cash,Takeaway,2023-02-21,4.0,1.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,1,4.0,2023-02,Tuesday
TXN_7924635,Smoothie,Digital Wallet,Takeaway,2023-02-21,5.0,4.0,20.0,0,0,0,0,0,0,1,0,0,0,1,0,1,20.0,2023-02,Tuesday
TXN_9817102,Coffee,Credit Card,In-store,2023-02-22,3.0,2.0,6.0,0,1,0,0,0,0,0,0,0,1,0,1,0,6.0,2023-02,Wednesday
TXN_4184461,Salad,Digital Wallet,In-store,2023-02-22,2.0,5.0,10.0,0,0,0,0,1,0,0,0,0,0,1,1,0,10.0,2023-02,Wednesday
TXN_2508499,Tea,Credit Card,In-store,2023-02-22,3.0,1.5,4.5,0,0,0,0,0,0,0,1,0,1,0,1,0,4.5,2023-02,Wednesday
TXN_5209346,Smoothie,Credit Card,In-store,2023-02-22,3.0,4.0,12.0,0,0,0,0,0,0,1,0,0,1,0,1,0,12.0,2023-02,Wednesday
TXN_7155957,Salad,Digital Wallet,In-store,2023-02-22,5.0,5.0,25.0,0,0,0,0,1,0,0,0,0,0,1,1,0,25.0,2023-02,Wednesday
TXN_6579109,Juice,Credit Card,Takeaway,2023-02-22,1.0,3.0,3.0,0,0,0,1,0,0,0,0,0,1,0,0,1,3.0,2023-02,Wednesday
TXN_8964527,Sandwich,Digital Wallet,Takeaway,2023-02-22,4.0,4.0,16.0,0,0,0,0,0,1,0,0,0,0,1,0,1,16.0,2023-02,Wednesday
TXN_7647190,Salad,Credit Card,Takeaway,2023-02-22,5.0,5.0,25.0,0,0,0,0,1,0,0,0,0,1,0,0,1,25.0,2023-02,Wednesday
TXN_1775278,Juice,Credit Card,Takeaway,2023-02-22,4.0,3.0,12.0,0,0,0,1,0,0,0,0,0,1,0,0,1,12.0,2023-02,Wednesday
TXN_1929398,Sandwich,Digital Wallet,In-store,2023-02-23,1.0,4.0,4.0,0,0,0,0,0,1,0,0,0,0,1,1,0,4.0,2023-02,Thursday
TXN_6954434,Juice,Cash,Takeaway,2023-02-23,3.0,3.0,9.0,0,0,0,1,0,0,0,0,1,0,0,0,1,9.0,2023-02,Thursday
TXN_3514492,Juice,Digital Wallet,In-store,2023-02-23,3.0,3.0,9.0,0,0,0,1,0,0,0,0,0,0,1,1,0,9.0,2023-02,Thursday
TXN_2999220,Smoothie,Digital Wallet,Takeaway,2023-02-23,4.0,4.0,16.0,0,0,0,0,0,0,1,0,0,0,1,0,1,16.0,2023-02,Thursday
TXN_9115899,Cake,Credit Card,In-store,2023-02-23,2.0,3.0,6.0,1,0,0,0,0,0,0,0,0,1,0,1,0,6.0,2023-02,Thursday
TXN_8046891,Coffee,Credit Card,Takeaway,2023-02-24,1.0,2.0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,1,2.0,2023-02,Friday
TXN_6532452,Smoothie,Cash,Takeaway,2023-02-24,5.0,4.0,20.0,0,0,0,0,0,0,1,0,1,0,0,0,1,20.0,2023-02,Friday
TXN_2406283,Juice,Digital Wallet,In-store,2023-02-24,4.0,3.0,12.0,0,0,0,1,0,0,0,0,0,0,1,1,0,12.0,2023-02,Friday
TXN_4368416,Salad,Credit Card,Takeaway,2023-02-24,2.0,5.0,10.0,0,0,0,0,1,0,0,0,0,1,0,0,1,10.0,2023-02,Friday
TXN_6376175,Juice,Digital Wallet,Takeaway,2023-02-24,4.0,3.0,12.0,0,0,0,1,0,0,0,0,0,0,1,0,1,12.0,2023-02,Friday
TXN_5369555,Juice,Cash,Takeaway,2023-02-24,4.0,3.0,12.0,0,0,0,1,0,0,0,0,1,0,0,0,1,12.0,2023-02,Friday
TXN_6769710,Juice,Cash,In-store,2023-02-24,2.0,3.0,6.0,0,0,0,1,0,0,0,0,1,0,0,1,0,6.0,2023-02,Friday
TXN_6349424,Sandwich,Cash,Takeaway,2023-02-24,5.0,4.0,20.0,0,0,0,0,0,1,0,0,1,0,0,0,1,20.0,2023-02,Friday
TXN_3897619,Sandwich,Cash,Takeaway,2023-02-24,3.0,4.0,12.0,0,0,0,0,0,1,0,0,1,0,0,0,1,12.0,2023-02,Friday
TXN_1412415,Juice,Cash,In-store,2023-02-24,3.0,3.0,9.0,0,0,0,1,0,0,0,0,1,0,0,1,0,9.0,2023-02,Friday
TXN_7773968,Sandwich,Digital Wallet,Takeaway,2023-02-24,5.0,4.0,20.0,0,0,0,0,0,1,0,0,0,0,1,0,1,20.0,2023-02,Friday
TXN_7027319,Smoothie,Credit Card,Takeaway,2023-02-25,3.0,4.0,12.0,0,0,0,0,0,0,1,0,0,1,0,0,1,12.0,2023-02,Saturday
TXN_6411716,Cake,Credit Card,In-store,2023-02-25,4.0,3.0,12.0,1,0,0,0,0,0,0,0,0,1,0,1,0,12.0,2023-02,Saturday
TXN_2294397,Coffee,Digital Wallet,In-store,2023-02-25,5.0,2.0,10.0,0,1,0,0,0,0,0,0,0,0,1,1,0,10.0,2023-02,Saturday
TXN_6055428,Salad,Cash,Takeaway,2023-02-25,5.0,5.0,25.0,0,0,0,0,1,0,0,0,1,0,0,0,1,25.0,2023-02,Saturday
TXN_3134595,Juice,Credit Card,Takeaway,2023-02-25,3.0,3.0,9.0,0,0,0,1,0,0,0,0,0,1,0,0,1,9.0,2023-02,Saturday
TXN_5793057,Sandwich,Credit Card,In-store,2023-02-25,3.0,4.0,12.0,0,0,0,0,0,1,0,0,0,1,0,1,0,12.0,2023-02,Saturday
TXN_7358729,Cookie,Cash,Takeaway,2023-02-25,2.0,1.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,1,2.0,2023-02,Saturday
TXN_2593909,Juice,Cash,In-store,2023-02-25,2.0,3.0,6.0,0,0,0,1,0,0,0,0,1,0,0,1,0,6.0,2023-02,Saturday
TXN_8117583,Salad,Cash,In-store,2023-02-25,1.0,5.0,5.0,0,0,0,0,1,0,0,0,1,0,0,1,0,5.0,2023-02,Saturday
TXN_7377398,Juice,Cash,Takeaway,2023-02-26,2.0,3.0,6.0,0,0,0,1,0,0,0,0,1,0,0,0,1,6.0,2023-02,Sunday
TXN_7371782,Tea,Cash,In-store,2023-02-26,3.0,1.5,4.5,0,0,0,0,0,0,0,1,1,0,0,1,0,4.5,2023-02,Sunday
TXN_1481116,Tea,Digital Wallet,In-store,2023-02-26,2.0,1.5,3.0,0,0,0,0,0,0,0,1,0,0,1,1,0,3.0,2023-02,Sunday
TXN_7622389,Tea,Digital Wallet,In-store,2023-02-26,4.0,1.5,6.0,0,0,0,0,0,0,0,1,0,0,1,1,0,6.0,2023-02,Sunday
TXN_1665810,Sandwich,Digital Wallet,In-store,2023-02-26,5.0,4.0,20.0,0,0,0,0,0,1,0,0,0,0,1,1,0,20.0,2023-02,Sunday
TXN_5023419,Cookie,Digital Wallet,Takeaway,2023-02-26,3.0,1.0,3.0,0,0,1,0,0,0,0,0,0,0,1,0,1,3.0,2023-02,Sunday
TXN_4912930,Smoothie,Credit Card,In-store,2023-02-26,3.0,4.0,12.0,0,0,0,0,0,0,1,0,0,1,0,1,0,12.0,2023-02,Sunday
TXN_6396940,Cookie,Credit Card,Takeaway,2023-02-26,2.0,1.0,2.0,0,0,1,0,0,0,0,0,0,1,0,0,1,2.0,2023-02,Sunday
TXN_9050127,Sandwich,Credit Card,Takeaway,2023-02-26,5.0,4.0,20.0,0,0,0,0,0,1,0,0,0,1,0,0,1,20.0,2023-02,Sunday
TXN_7559388,Salad,Digital Wallet,Takeaway,2023-02-26,4.0,5.0,20.0,0,0,0,0,1,0,0,0,0,0,1,0,1,20.0,2023-02,Sunday
TXN_9749333,Cookie,Cash,In-store,2023-02-27,5.0,1.0,5.0,0,0,1,0,0,0,0,0,1,0,0,1,0,5.0,2023-02,Monday
TXN_6371264,Smoothie,Cash,Takeaway,2023-02-27,5.0,4.0,20.0,0,0,0,0,0,0,1,0,1,0,0,0,1,20.0,2023-02,Monday
TXN_3930990,Tea,Digital Wallet,Takeaway,2023-02-27,4.0,1.5,6.0,0,0,0,0,0,0,0,1,0,0,1,0,1,6.0,2023-02,Monday
TXN_7548260,Juice,Cash,Takeaway,2023-02-27,2.0,3.0,6.0,0,0,0,1,0,0,0,0,1,0,0,0,1,6.0,2023-02,Monday
TXN_4728936,Juice,Digital Wallet,Takeaway,2023-02-27,4.0,3.0,12.0,0,0,0,1,0,0,0,0,0,0,1,0,1,12.0,2023-02,Monday
TXN_9271457,Cake,Digital Wallet,In-store,2023-02-27,3.0,3.0,9.0,1,0,0,0,0,0,0,0,0,0,1,1,0,9.0,2023-02,Monday
TXN_7840162,Cookie,Cash,Takeaway,2023-02-27,5.0,1.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,1,5.0,2023-02,Monday
TXN_5549557,Cake,Cash,In-store,2023-02-27,2.0,3.0,6.0,1,0,0,0,0,0,0,0,1,0,0,1,0,6.0,2023-02,Monday
TXN_1491299,Juice,Credit Card,In-store,2023-02-27,2.0,3.0,6.0,0,0,0,1,0,0,0,0,0,1,0,1,0,6.0,2023-02,Monday
TXN_9081088,Tea,Cash,Takeaway,2023-02-27,2.0,1.5,3.0,0,0,0,0,0,0,0,1,1,0,0,0,1,3.0,2023-02,Monday
TXN_4463677,Salad,Digital Wallet,In-store,2023-02-27,5.0,5.0,25.0,0,0,0,0,1,0,0,0,0,0,1,1,0,25.0,2023-02,Monday
TXN_4271034,Smoothie,Digital Wallet,In-store,2023-02-28,3.0,4.0,12.0,0,0,0,0,0,0,1,0,0,0,1,1,0,12.0,2023-02,Tuesday
TXN_8343414,Salad,Credit Card,Takeaway,2023-02-28,2.0,5.0,10.0,0,0,0,0,1,0,0,0,0,1,0,0,1,10.0,2023-02,Tuesday
TXN_8270768,Juice,Digital Wallet,Takeaway,2023-02-28,5.0,3.0,15.0,0,0,0,1,0,0,0,0,0,0,1,0,1,15.0,2023-02,Tuesday
TXN_6301600,Juice,Digital Wallet,In-store,2023-02-28,4.0,3.0,12.0,0,0,0,1,0,0,0,0,0,0,1,1,0,12.0,2023-02,Tuesday
TXN_3677890,Sandwich,Credit Card,In-store,2023-02-28,3.0,4.0,12.0,0,0,0,0,0,1,0,0,0,1,0,1,0,12.0,2023-02,Tuesday
TXN_9155044,Sandwich,Credit Card,In-store,2023-02-28,3.0,4.0,12.0,0,0,0,0,0,1,0,0,0,1,0,1,0,12.0,2023-02,Tuesday
TXN_5537621,Juice,Digital Wallet,Takeaway,2023-02-28,4.0,3.0,12.0,0,0,0,1,0,0,0,0,0,0,1,0,1,12.0,2023-02,Tuesday
TXN_6629480,Smoothie,Credit Card,In-store,2023-02-28,5.0,4.0,20.0,0,0,0,0,0,0,1,0,0,1,0,1,0,20.0,2023-02,Tuesday
TXN_2023802,Cake,Cash,In-store,2023-02-28,2.0,3.0,6.0,1,0,0,0,0,0,0,0,1,0,0,1,0,6.0,2023-02,Tuesday
TXN_9879996,Coffee,Digital Wallet,In-store,2023-03-01,4.0,2.0,8.0,0,1,0,0,0,0,0,0,0,0,1,1,0,8.0,2023-03,Wednesday
TXN_8571235,Cake,Cash,Takeaway,2023-03-01,1.0,3.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,1,3.0,2023-03,Wednesday
TXN_5722175,Tea,Digital Wallet,Takeaway,2023-03-01,2.0,1.5,3.0,0,0,0,0,0,0,0,1,0,0,1,0,1,3.0,2023-03,Wednesday
TXN_3312690,Cookie,Credit Card,In-store,2023-03-01,3.0,1.0,3.0,0,0,1,0,0,0,0,0,0,1,0,1,0,3.0,2023-03,Wednesday
TXN_6541284,Tea,Cash,Takeaway,2023-03-01,4.0,1.5,6.0,0,0,0,0,0,0,0,1,1,0,0,0,1,6.0,2023-03,Wednesday
TXN_8235381,Cookie,Digital Wallet,In-store,2023-03-01,3.0,1.0,3.0,0,0,1,0,0,0,0,0,0,0,1,1,0,3.0,2023-03,Wednesday
TXN_6113876,Cake,Cash,In-store,2023-03-01,3.0,3.0,9.0,1,0,0,0,0,0,0,0,1,0,0,1,0,9.0,2023-03,Wednesday
TXN_3119835,Tea,Digital Wallet,In-store,2023-03-01,2.0,1.5,3.0,0,0,0,0,0,0,0,1,0,0,1,1,0,3.0,2023-03,Wednesday
TXN_5630457,Smoothie,Credit Card,Takeaway,2023-03-01,1.0,4.0,4.0,0,0,0,0,0,0,1,0,0,1,0,0,1,4.0,2023-03,Wednesday
TXN_3113823,Salad,Digital Wallet,In-store,2023-03-01,5.0,5.0,25.0,0,0,0,0,1,0,0,0,0,0,1,1,0,25.0,2023-03,Wednesday
TXN_2480488,Juice,Cash,Takeaway,2023-03-01,2.0,3.0,6.0,0,0,0,1,0,0,0,0,1,0,0,0,1,6.0,2023-03,Wednesday
TXN_1512118,Salad,Cash,In-store,2023-03-01,4.0,5.0,20.0,0,0,0,0,1,0,0,0,1,0,0,1,0,20.0,2023-03,Wednesday
TXN_4033802,Tea,Cash,Takeaway,2023-03-02,3.0,1.5,4.5,0,0,0,0,0,0,0,1,1,0,0,0,1,4.5,2023-03,Thursday
TXN_9176418,Smoothie,Digital Wallet,Takeaway,2023-03-02,1.0,4.0,4.0,0,0,0,0,0,0,1,0,0,0,1,0,1,4.0,2023-03,Thursday
TXN_9056301,Cookie,Credit Card,Takeaway,2023-03-02,2.0,1.0,2.0,0,0,1,0,0,0,0,0,0,1,0,0,1,2.0,2023-03,Thursday
TXN_9691364,Cookie,Credit Card,In-store,2023-03-02,3.0,1.0,3.0,0,0,1,0,0,0,0,0,0,1,0,1,0,3.0,2023-03,Thursday
TXN_2892693,Cookie,Credit Card,In-store,2023-03-02,4.0,1.0,4.0,0,0,1,0,0,0,0,0,0,1,0,1,0,4.0,2023-03,Thursday
TXN_5714767,Salad,Digital Wallet,Takeaway,2023-03-02,4.0,5.0,20.0,0,0,0,0,1,0,0,0,0,0,1,0,1,20.0,2023-03,Thursday
TXN_1824506,Cake,Cash,In-store,2023-03-02,1.0,3.0,3.0,1,0,0,0,0,0,0,0,1,0,0,1,0,3.0,2023-03,Thursday
TXN_1474329,Smoothie,Digital Wallet,Takeaway,2023-03-02,2.0,4.0,8.0,0,0,0,0,0,0,1,0,0,0,1,0,1,8.0,2023-03,Thursday
TXN_5525916,Coffee,Cash,Takeaway,2023-03-02,2.0,2.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,4.0,2023-03,Thursday
TXN_3818464,Cake,Cash,In-store,2023-03-02,2.0,3.0,6.0,1,0,0,0,0,0,0,0,1,0,0,1,0,6.0,2023-03,Thursday
TXN_3413185,Cake,Credit Card,In-store,2023-03-03,4.0,3.0,12.0,1,0,0,0,0,0,0,0,0,1,0,1,0,12.0,2023-03,Friday
TXN_8735418,Coffee,Digital Wallet,Takeaway,2023-03-03,5.0,2.0,10.0,0,1,0,0,0,0,0,0,0,0,1,0,1,10.0,2023-03,Friday
TXN_6324687,Smoothie,Credit Card,Takeaway,2023-03-03,1.0,4.0,4.0,0,0,0,0,0,0,1,0,0,1,0,0,1,4.0,2023-03,Friday
TXN_6243519,Coffee,Cash,Takeaway,2023-03-03,3.0,2.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,6.0,2023-03,Friday
TXN_8750849,Cake,Credit Card,Takeaway,2023-03-03,2.0,3.0,6.0,1,0,0,0,0,0,0,0,0,1,0,0,1,6.0,2023-03,Friday
TXN_6317991,Cookie,Digital Wallet,In-store,2023-03-03,5.0,1.0,5.0,0,0,1,0,0,0,0,0,0,0,1,1,0,5.0,2023-03,Friday
TXN_2670824,Juice,Digital Wallet,Takeaway,2023-03-03,2.0,3.0,6.0,0,0,0,1,0,0,0,0,0,0,1,0,1,6.0,2023-03,Friday
TXN_1445532,Coffee,Cash,Takeaway,2023-03-03,3.0,2.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,6.0,2023-03,Friday
TXN_4336247,Coffee,Digital Wallet,Takeaway,2023-03-03,5.0,2.0,10.0,0,1,0,0,0,0,0,0,0,0,1,0,1,10.0,2023-03,Friday
TXN_9576057,Tea,Digital Wallet,Takeaway,2023-03-03,5.0,1.5,7.5,0,0,0,0,0,0,0,1,0,0,1,0,1,7.5,2023-03,Friday
TXN_6739950,Salad,Credit Card,In-store,2023-03-04,4.0,5.0,20.0,0,0,0,0,1,0,0,0,0,1,0,1,0,20.0,2023-03,Saturday
TXN_3196388,Salad,Cash,In-store,2023-03-04,3.0,5.0,15.0,0,0,0,0,1,0,0,0,1,0,0,1,0,15.0,2023-03,Saturday
TXN_4799873,Cookie,Digital Wallet,In-store,2023-03-04,3.0,1.0,3.0,0,0,1,0,0,0,0,0,0,0,1,1,0,3.0,2023-03,Saturday
TXN_2905118,Tea,Digital Wallet,Takeaway,2023-03-04,5.0,1.5,7.5,0,0,0,0,0,0,0,1,0,0,1,0,1,7.5,2023-03,Saturday
TXN_5268203,Cake,Credit Card,Takeaway,2023-03-04,1.0,3.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,1,3.0,2023-03,Saturday
TXN_2844982,Cookie,Digital Wallet,Takeaway,2023-03-04,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1,1.0,2023-03,Saturday
TXN_8257774,Cookie,Cash,Takeaway,2023-03-04,5.0,1.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,1,5.0,2023-03,Saturday
TXN_7056162,Smoothie,Digital Wallet,In-store,2023-03-04,3.0,4.0,12.0,0,0,0,0,0,0,1,0,0,0,1,1,0,12.0,2023-03,Saturday
TXN_4548698,Salad,Cash,Takeaway,2023-03-04,2.0,5.0,10.0,0,0,0,0,1,0,0,0,1,0,0,0,1,10.0,2023-03,Saturday
TXN_8917300,Cookie,Cash,Takeaway,2023-03-04,1.0,1.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,1,1.0,2023-03,Saturday
TXN_6621007,Cake,Digital Wallet,Takeaway,2023-03-05,2.0,3.0,6.0,1,0,0,0,0,0,0,0,0,0,1,0,1,6.0,2023-03,Sunday
TXN_5762440,Sandwich,Cash,In-store,2023-03-05,5.0,4.0,20.0,0,0,0,0,0,1,0,0,1,0,0,1,0,20.0,2023-03,Sunday
TXN_3572190,Coffee,Credit Card,Takeaway,2023-03-05,5.0,2.0,10.0,0,1,0,0,0,0,0,0,0,1,0,0,1,10.0,2023-03,Sunday
TXN_5956755,Sandwich,Digital Wallet,Takeaway,2023-03-05,5.0,4.0,20.0,0,0,0,0,0,1,0,0,0,0,1,0,1,20.0,2023-03,Sunday
TXN_5858713,Cookie,Credit Card,In-store,2023-03-05,2.0,1.0,2.0,0,0,1,0,0,0,0,0,0,1,0,1,0,2.0,2023-03,Sunday
TXN_5649204,Smoothie,Cash,In-store,2023-03-05,1.0,4.0,4.0,0,0,0,0,0,0,1,0,1,0,0,1,0,4.0,2023-03,Sunday
TXN_1322421,Juice,Credit Card,Takeaway,2023-03-05,4.0,3.0,12.0,0,0,0,1,0,0,0,0,0,1,0,0,1,12.0,2023-03,Sunday
TXN_4030197,Salad,Credit Card,Takeaway,2023-03-05,3.0,5.0,15.0,0,0,0,0,1,0,0,0,0,1,0,0,1,15.0,2023-03,Sunday
TXN_8863649,Cookie,Credit Card,In-store,2023-03-05,1.0,1.0,1.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1.0,2023-03,Sunday
TXN_7851403,Coffee,Credit Card,Takeaway,2023-03-06,5.0,2.0,10.0,0,1,0,0,0,0,0,0,0,1,0,0,1,10.0,2023-03,Monday
TXN_6038791,Juice,Digital Wallet,In-store,2023-03-06,2.0,3.0,6.0,0,0,0,1,0,0,0,0,0,0,1,1,0,6.0,2023-03,Monday
TXN_9300970,Cake,Credit Card,Takeaway,2023-03-06,2.0,3.0,6.0,1,0,0,0,0,0,0,0,0,1,0,0,1,6.0,2023-03,Monday
TXN_6272473,Coffee,Cash,Takeaway,2023-03-06,4.0,2.0,8.0,0,1,0,0,0,0,0,0,1,0,0,0,1,8.0,2023-03,Monday
TXN_6403859,Sandwich,Credit Card,In-store,2023-03-06,5.0,4.0,20.0,0,0,0,0,0,1,0,0,0,1,0,1,0,20.0,2023-03,Monday
TXN_7819240,Smoothie,Cash,In-store,2023-03-06,5.0,4.0,20.0,0,0,0,0,0,0,1,0,1,0,0,1,0,20.0,2023-03,Monday
TXN_5354746,Coffee,Digital Wallet,Takeaway,2023-03-06,4.0,2.0,8.0,0,1,0,0,0,0,0,0,0,0,1,0,1,8.0,2023-03,Monday
TXN_1934166,Sandwich,Cash,In-store,2023-03-06,5.0,4.0,20.0,0,0,0,0,0,1,0,0,1,0,0,1,0,20.0,2023-03,Monday
TXN_1419669,Cake,Cash,Takeaway,2023-03-07,5.0,3.0,15.0,1,0,0,0,0,0,0,0,1,0,0,0,1,15.0,2023-03,Tuesday
TXN_1875220,Tea,Cash,In-store,2023-03-07,3.0,1.5,4.5,0,0,0,0,0,0,0,1,1,0,0,1,0,4.5,2023-03,Tuesday
